Seed,Model,Dataset,Approach,Value,accuracy_10,f1_10,accuracy_50,f1_50,accuracy_100,f1_100,accuracy_250,f1_250,accuracy_500,f1_500,accuracy_750,f1_750,accuracy_1000,f1_1000,accuracy_2500,f1_2500,accuracy_5000,f1_5000,accuracy_7500,f1_7500,accuracy_9000,f1_9000
0,MLP,MNISTbinary,Neuronal (tuned),1351.0,0.6447,0.6441127496970794,0.7669,0.7665142533455169,0.7872,0.7871426687401645,0.8595,0.8594797516151841,0.8949,0.8949013150550817,0.9503,0.950298784512057,,,,,,,,,,
1,MLP,MNISTbinary,Neuronal (tuned),5186.0,,,,,,,,,,,,,,,,,,,,,,
2,MLP,MNISTbinary,Neuronal (tuned),1447.0,0.6908,0.6873088194745791,0.7025,0.6990175000044196,0.7493,0.7492794096282841,0.8633,0.8632771356388798,0.8962,0.8962054810644535,0.9439,0.9439008454280229,,,,,,,,,,
3,MLP,MNISTbinary,Neuronal (tuned),1452.0,0.5022,0.35988209505439867,0.6608,0.641871112893059,0.6774,0.6566103419390008,0.8624,0.8623359898113434,0.9144,0.9144036979791678,0.9465,0.9465027751351643,,,,,,,,,,
4,MLP,MNISTbinary,Neuronal (tuned),1338.0,0.6587,0.6425885753894054,0.7776,0.7771408961776689,0.8119,0.8114737975047641,0.8799,0.8797318902858642,0.9207,0.9206894582325971,0.9458,0.945796878048031,,,,,,,,,,
5,MLP,MNISTbinary,Neuronal (tuned),1365.0,0.6408,0.6242359591610684,0.7347,0.7336072506922295,0.7707,0.7700984823185654,0.8635,0.8635064797981388,0.9117,0.9117046862553756,0.9447,0.9447028686485526,,,,,,,,,,
6,MLP,MNISTbinary,Neuronal (tuned),1531.0,0.6669,0.6538664692107526,0.7276,0.7192286829268293,0.7839,0.7817035982007281,0.8493,0.848865538824218,0.8841,0.8836969925572179,0.9423,0.9422983810742475,0.9579,0.9579016652676381,,,,,,,,
7,MLP,MNISTbinary,Neuronal (tuned),1467.0,0.6736,0.6580043828015739,0.7552,0.7525822012817717,0.8056,0.8054089661545437,0.8649,0.8648222593696381,0.8994,0.8994029943164061,0.9406,0.9405909312501674,0.9611,0.9610991856119024,,,,,,,,
8,MLP,MNISTbinary,Neuronal (tuned),1483.0,0.5368,0.4844781707317073,0.6325,0.5987557099627742,0.7404,0.7380130473674357,0.8559,0.8558677000733793,0.9098,0.9097862348055054,0.9413,0.9412931406821406,0.9565,0.9564924631781417,,,,,,,,
9,MLP,MNISTbinary,Neuronal (tuned),1375.0,0.5732,0.49007070849861756,0.7611,0.7564586152597018,0.8005,0.8002417177551073,0.8666,0.8665833444741533,0.9128,0.9128007430938374,0.9445,0.9444935146142898,0.9588,0.95880215071235,,,,,,,,
10,MLP,MNISTbinary,Neuronal (tuned),1483.0,0.5451,0.4883598399704946,0.6897,0.6895213111849391,0.7576,0.756120095857583,0.8548,0.8545536555928746,0.885,0.884913432051054,0.9399,0.9399004298028903,,,,,,,,,,
11,MLP,MNISTbinary,Neuronal (tuned),1366.0,0.6123,0.6093122964986568,0.8074,0.8062724990734624,0.8198,0.8190159046508576,0.8655,0.8651713799199774,0.9118,0.9118018631086281,0.9404,0.9403808298795026,,,,,,,,,,
12,MLP,MNISTbinary,Neuronal (tuned),1575.0,0.4686,0.4293639652507275,0.6405,0.6221194164176359,0.7096,0.707997712469585,0.8246,0.8233132569190933,0.8886,0.8885199066491346,0.9356,0.9356026922457616,0.9585,0.9584965903611297,,,,,,,,
13,MLP,MNISTbinary,Neuronal (tuned),1413.0,0.4886,0.48339170257888,0.7229,0.7225493725071832,0.7717,0.7716733222782408,0.8681,0.868007360633325,0.9097,0.9096998654231225,0.9461,0.9460922321142949,,,,,,,,,,
14,MLP,MNISTbinary,Neuronal (tuned),1379.0,0.567,0.4855388221753958,0.7866,0.7866079214891161,0.8156,0.8153350912472237,0.8717,0.8716209337245673,0.9024,0.9023453001110616,0.9428,0.9427850074024006,,,,,,,,,,
15,MLP,MNISTbinary,Neuronal (tuned),1392.0,0.651,0.6269751899433054,0.7893,0.7892933126239576,0.8252,0.8252048462253868,0.872,0.8719282097249714,0.901,0.9010011088007097,0.9424,0.9423918608485943,,,,,,,,,,
16,MLP,MNISTbinary,Neuronal (tuned),1387.0,0.6387,0.6386307231785198,0.757,0.7568912824544708,0.7825,0.7825032783403117,0.8609,0.8606700914237652,0.913,0.9130042631065777,0.9462,0.9462017067900386,,,,,,,,,,
17,MLP,MNISTbinary,Neuronal (tuned),5111.0,0.4909,0.32439109262861365,,,,,,,,,,,,,,,,,,,,
18,MLP,MNISTbinary,Neuronal (tuned),1343.0,0.7344,0.7341689651425604,0.7205,0.719681986235279,0.7706,0.7703409102835969,0.8694,0.8694041426600044,0.9061,0.9060059008055665,0.944,0.9439840966140702,,,,,,,,,,
19,MLP,MNISTbinary,Neuronal (tuned),1374.0,0.5799,0.5577452857822502,0.7492,0.7491573013417255,0.7578,0.7569736878202737,0.8692,0.86908938611085,0.8982,0.8981747380628982,0.9482,0.9481982595130382,,,,,,,,,,
20,MLP,MNISTbinary,Neuronal (tuned),1528.0,0.5049,0.35782166067921684,0.5834,0.5206642172510358,0.6932,0.6852989829799061,0.8202,0.8200162912944917,0.8975,0.8974187766277262,0.9419,0.9419017868453317,0.9569,0.956901408087265,,,,,,,,
21,MLP,MNISTbinary,Neuronal (tuned),1422.0,0.6127,0.5546606640027169,0.6684,0.6449500674188222,0.7392,0.7329986451546141,0.864,0.8638249282611136,0.8983,0.8982483953064244,0.9461,0.9460947950129966,0.9574,0.9573919650997333,,,,,,,,
22,MLP,MNISTbinary,Neuronal (tuned),1357.0,0.507,0.36380139773963344,0.7242,0.7120529495583813,0.7668,0.7634684561914254,0.8529,0.8517400052014363,0.9133,0.9132631338557837,0.9437,0.9437028799940909,,,,,,,,,,
23,MLP,MNISTbinary,Neuronal (tuned),1437.0,0.5419,0.4486782595625553,0.7592,0.7581714560090724,0.7965,0.7964444686672177,0.8567,0.8567072153576794,0.9003,0.9003004337862036,0.9445,0.9444959509690943,,,,,,,,,,
24,MLP,MNISTbinary,Neuronal (tuned),1474.0,0.6479,0.6277984815089752,0.6636,0.642315155853955,0.7137,0.7018368497097975,0.844,0.8436266418570249,0.886,0.886003830951657,0.9397,0.9396938777285192,0.9583,0.9583000613122491,,,,,,,,
0,MLP,MNISTbinary,Margin,2059.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
1,MLP,MNISTbinary,Margin,1998.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
2,MLP,MNISTbinary,Margin,2114.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
3,MLP,MNISTbinary,Margin,2116.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
4,MLP,MNISTbinary,Margin,5095.0,,,,,,,,,,,,,,,,,,,,,,
5,MLP,MNISTbinary,Margin,5077.0,,,,,,,,,,,,,,,,,,,,,,
6,MLP,MNISTbinary,Margin,5182.0,,,,,,,,,,,,,,,,,,,,,,
7,MLP,MNISTbinary,Margin,2158.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,,,
8,MLP,MNISTbinary,Margin,2552.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
9,MLP,MNISTbinary,Margin,5016.0,,,,,,,,,,,,,,,,,,,,,,
10,MLP,MNISTbinary,Margin,2252.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
11,MLP,MNISTbinary,Margin,3501.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
12,MLP,MNISTbinary,Margin,1842.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
13,MLP,MNISTbinary,Margin,2037.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
14,MLP,MNISTbinary,Margin,2104.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
15,MLP,MNISTbinary,Margin,2178.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
16,MLP,MNISTbinary,Margin,1975.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
17,MLP,MNISTbinary,Margin,5036.0,,,,,,,,,,,,,,,,,,,,,,
18,MLP,MNISTbinary,Margin,5062.0,,,,,,,,,,,,,,,,,,,,,,
19,MLP,MNISTbinary,Margin,2047.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
20,MLP,MNISTbinary,Margin,5115.0,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,,,,,
21,MLP,MNISTbinary,Margin,4981.0,,,,,,,,,,,,,,,,,,,,,,
22,MLP,MNISTbinary,Margin,1923.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
23,MLP,MNISTbinary,Margin,1921.0,0.4926,0.3251437223636607,0.4926,0.3251437223636607,0.4926,0.3251437223636607,,,,,,,,,,,,,,,,
24,MLP,MNISTbinary,Margin,5077.0,,,,,,,,,,,,,,,,,,,,,,
0,MLP,MNISTbinary,Cesa,4718.0,,,,,,,,,,,,,,,,,,,,,,
1,MLP,MNISTbinary,Cesa,4337.0,,,,,,,,,,,,,,,,,,,,,,
2,MLP,MNISTbinary,Cesa,4189.0,,,,,,,,,,,,,,,,,,,,,,
3,MLP,MNISTbinary,Cesa,4637.0,,,,,,,,,,,,,,,,,,,,,,
4,MLP,MNISTbinary,Cesa,5088.0,,,,,,,,,,,,,,,,,,,,,,
5,MLP,MNISTbinary,Cesa,5084.0,,,,,,,,,,,,,,,,,,,,,,
6,MLP,MNISTbinary,Cesa,5093.0,,,,,,,,,,,,,,,,,,,,,,
7,MLP,MNISTbinary,Cesa,5122.0,,,,,,,,,,,,,,,,,,,,,,
8,MLP,MNISTbinary,Cesa,5182.0,,,,,,,,,,,,,,,,,,,,,,
9,MLP,MNISTbinary,Cesa,4682.0,,,,,,,,,,,,,,,,,,,,,,
10,MLP,MNISTbinary,Cesa,5074.0,,,,,,,,,,,,,,,,,,,,,,
11,MLP,MNISTbinary,Cesa,5044.0,,,,,,,,,,,,,,,,,,,,,,
12,MLP,MNISTbinary,Cesa,4036.0,,,,,,,,,,,,,,,,,,,,,,
13,MLP,MNISTbinary,Cesa,5102.0,,,,,,,,,,,,,,,,,,,,,,
14,MLP,MNISTbinary,Cesa,5285.0,,,,,,,,,,,,,,,,,,,,,,
15,MLP,MNISTbinary,Cesa,5054.0,,,,,,,,,,,,,,,,,,,,,,
16,MLP,MNISTbinary,Cesa,4926.0,,,,,,,,,,,,,,,,,,,,,,
17,MLP,MNISTbinary,Cesa,4810.0,,,,,,,,,,,,,,,,,,,,,,
18,MLP,MNISTbinary,Cesa,5545.0,,,,,,,,,,,,,,,,,,,,,,
19,MLP,MNISTbinary,Cesa,4348.0,,,,,,,,,,,,,,,,,,,,,,
20,MLP,MNISTbinary,Cesa,4980.0,,,,,,,,,,,,,,,,,,,,,,
21,MLP,MNISTbinary,Cesa,4220.0,,,,,,,,,,,,,,,,,,,,,,
22,MLP,MNISTbinary,Cesa,5077.0,,,,,,,,,,,,,,,,,,,,,,
23,MLP,MNISTbinary,Cesa,5023.0,,,,,,,,,,,,,,,,,,,,,,
24,MLP,MNISTbinary,Cesa,4783.0,,,,,,,,,,,,,,,,,,,,,,
0,MLP,MagicTelescope,Neural-CBP,3077.0,0.652646337188924,0.6226234644883539,0.6905012267788293,0.6679862594330279,0.6912022432527164,0.6708692339883957,0.7581493165089379,0.754209615472834,0.8131791097090781,0.8094525513699825,,,,,,,,,,,,
1,MLP,MagicTelescope,Neural-CBP,2740.0,0.6277602523659306,0.6134527241782246,0.7052225727304592,0.6912476001630754,0.7294076410795653,0.7173713464649172,0.7616543988783736,0.7488454660506163,0.7981072555205048,0.7938128343121134,0.7991587802313355,0.7960522516569267,,,,,,,,,,
2,MLP,MagicTelescope,Neural-CBP,3473.0,,,,,,,,,,,,,,,,,,,,,,
3,MLP,MagicTelescope,Neural-CBP,3531.0,,,,,,,,,,,,,,,,,,,,,,
4,MLP,MagicTelescope,Neural-CBP,3513.0,,,,,,,,,,,,,,,,,,,,,,
5,MLP,MagicTelescope,Neural-CBP,3442.0,,,,,,,,,,,,,,,,,,,,,,
6,MLP,MagicTelescope,Neural-CBP,3025.0,0.46302138100245355,0.4769464892858125,0.6715737819838766,0.633251065119333,0.7136347704171048,0.7024555478215794,0.7381703470031545,0.723897122967613,0.76621100595864,0.7606756134950373,0.8110760602874167,0.8017051208868711,,,,,,,,,,
7,MLP,MagicTelescope,Neural-CBP,3520.0,,,,,,,,,,,,,,,,,,,,,,
8,MLP,MagicTelescope,Neural-CBP,6554.0,,,,,,,,,,,,,,,,,,,,,,
9,MLP,MagicTelescope,Neural-CBP,3580.0,,,,,,,,,,,,,,,,,,,,,,
10,MLP,MagicTelescope,Neural-CBP,2708.0,0.6880476691202243,0.6700268125465411,0.7108307045215563,0.6961317787398745,0.7416754293725902,0.728664161935544,0.7732211706975114,0.7629277063188808,,,,,,,,,,,,,,
11,MLP,MagicTelescope,Neural-CBP,2702.0,0.6985629162285314,0.6355816152451574,0.729758149316509,0.681404459062964,0.7500876270592359,0.7172738498025675,0.7896950578338591,0.7823776513659984,,,,,,,,,,,,,,
12,MLP,MagicTelescope,Neural-CBP,2833.0,0.7006659656501928,0.6472925839263574,0.7024185068349106,0.6588179456598823,0.7125832457062741,0.6629240867626538,0.7504381352961794,0.721672097473172,0.8002103049421662,0.7923545181546676,,,,,,,,,,,,
13,MLP,MagicTelescope,Neural-CBP,3492.0,,,,,,,,,,,,,,,,,,,,,,
14,MLP,MagicTelescope,Neural-CBP,2823.0,0.709428671573782,0.6830697730478033,0.7237995092884683,0.7055683429877337,0.7318611987381703,0.7154660757831387,0.7511391517700666,0.7379195742204517,,,,,,,,,,,,,,
15,MLP,MagicTelescope,Neural-CBP,2925.0,0.5860497721696459,0.5582238580456702,0.7146862951279355,0.6812963574987397,0.7269540834209604,0.6980350665908122,0.7423764458464774,0.7200171232386661,0.7798808271994392,0.7691680639750126,,,,,,,,,,,,
16,MLP,MagicTelescope,Neural-CBP,2864.0,0.5902558710129688,0.5904131320282254,0.6855941114616193,0.6909593582667568,0.7052225727304592,0.7093981666684581,0.7315106905012267,0.7325655909971621,0.7749737118822292,0.7715706512005549,,,,,,,,,,,,
17,MLP,MagicTelescope,Neural-CBP,3083.0,0.34525061338941465,0.3455948972465127,0.5856992639327024,0.5731649012235344,0.6929547844374343,0.6383197521744174,0.7245005257623555,0.6805191277386047,0.7728706624605678,0.7677211059878853,0.8047669120224326,0.8020190286859888,,,,,,,,,,
18,MLP,MagicTelescope,Neural-CBP,2696.0,0.7188923939712584,0.7149024191235129,0.7339642481598317,0.7275179308519303,0.7413249211356467,0.7361326973276474,0.7528916929547844,0.7501322776579495,,,,,,,,,,,,,,
19,MLP,MagicTelescope,Neural-CBP,6489.0,,,,,,,,,,,,,,,,,,,,,,
20,MLP,MagicTelescope,Neural-CBP,2685.0,0.6638626007711181,0.6434516785811506,0.7269540834209604,0.7126493696135089,0.7437784787942516,0.7332404000225218,0.7620049071153172,0.7568840256736468,0.7819838766211006,0.7738857457027154,,,,,,,,,,,,
21,MLP,MagicTelescope,Neural-CBP,2894.0,0.4419908867858395,0.4467068222525544,0.655800911321416,0.6389728161198095,0.7010164738871364,0.6995938563248545,0.7360672975814931,0.7350468400333283,0.786540483701367,0.7801838833013596,0.8030143708377147,0.7924378558244227,,,,,,,,,,
22,MLP,MagicTelescope,Neural-CBP,2800.0,0.6957588503329828,0.6504409289428799,0.7048720644935156,0.6491760944965724,0.7220469681037505,0.6776895825451387,,,,,,,,,,,,,,,,
23,MLP,MagicTelescope,Neural-CBP,6525.0,,,,,,,,,,,,,,,,,,,,,,
24,MLP,MagicTelescope,Neural-CBP,2772.0,0.6480897301086576,0.6348628973633861,0.7122327374693306,0.6936998000652455,0.7216964598668069,0.7082614155744013,0.7409744128987031,0.7274623711715,0.7742726954083421,0.765043387803941,,,,,,,,,,,,
0,MLP,MagicTelescope,IneurAL (official),9028.0,0.6291622853137049,0.5872245388494672,0.6617595513494567,0.6315119249225658,0.7101296880476691,0.6944159265802735,0.755695758850333,0.7466289474936695,0.7669120224325272,0.7597245417257397,0.7469330529267437,0.7410587829027998,0.7469330529267437,0.7410587829027998,0.7245005257623555,0.7295666603553039,0.7707676130389064,0.7724815860387723,0.8005608131791097,0.7902843752464663,,
1,MLP,MagicTelescope,IneurAL (official),9084.0,0.5310199789695058,0.5295337452974734,0.7132842621801613,0.7091056491544017,0.7346652646337188,0.7275476212422387,0.7171398527865405,0.7197541318180559,0.7851384507535927,0.7795968643296247,0.7798808271994392,0.7794957426682956,0.7798808271994392,0.7794957426682956,0.8037153873116019,0.7984840285032995,0.7409744128987031,0.7461360163476156,0.806869961444094,0.803213264412389,,
2,MLP,MagicTelescope,IneurAL (official),8904.0,0.7150368033648791,0.6916433988896054,0.7136347704171048,0.6906288987101983,0.7360672975814931,0.7266033849867316,0.7301086575534526,0.7329969731728145,0.7606028741675429,0.7616429476643332,0.7830354013319313,0.7828549367536912,0.7830354013319313,0.7828549367536912,0.8016123378899405,0.7991223420010729,0.7718191377497371,0.7753479188945258,0.7907465825446898,0.7928602705128648,,
3,MLP,MagicTelescope,IneurAL (official),8988.0,0.47108307045215564,0.48445007289404657,0.6740273396424816,0.6521036933580101,0.673676831405538,0.6562549535730344,0.7083771468629513,0.6992869098228499,0.7609533824044865,0.7588078061120312,0.7584998247458815,0.7556198694104331,0.7584998247458815,0.7556198694104331,0.8016123378899405,0.7936684519075076,0.8135296179460217,0.8072593860349688,0.7854889589905363,0.790360993565143,,
4,MLP,MagicTelescope,IneurAL (official),9290.0,0.689099193831055,0.615742414739986,0.689099193831055,0.615742414739986,0.6827900455660708,0.6457471365489984,0.7371188222923238,0.728057373678393,0.7928496319663512,0.7915402911919264,0.7875920084121977,0.7861170883662506,0.7886435331230284,0.7841972997560925,0.8089730108657553,0.802059436771615,0.7981072555205048,0.781824349700984,0.814931650893796,0.8150870503542731,0.8300035050823694,0.8292988147960202
5,MLP,MagicTelescope,IneurAL (official),9122.0,0.5709779179810726,0.5789538690196044,0.6757798808271994,0.6806269559501129,0.7111812127584998,0.71333978941981,0.7595513494567122,0.749234869788146,0.7676130389064143,0.7601590175354318,0.7584998247458815,0.758629008761789,0.7584998247458815,0.758629008761789,0.7672625306694707,0.7682964075272909,0.7924991237294077,0.7815108054214914,0.7819838766211006,0.7838986213573559,0.8089730108657553,0.7983710269187837
6,MLP,MagicTelescope,IneurAL (official),9322.0,0.6512443042411497,0.6091327034290652,0.6302138100245356,0.5965688503901058,0.6579039607430774,0.6506345149244654,0.7269540834209604,0.7225070556887886,0.7602523659305994,0.7569913022990541,0.7658604977216965,0.7650125498019891,0.7760252365930599,0.7725703145997999,0.788994041359972,0.7825416309537092,0.7946021731510691,0.7776335287399435,0.7872415001752541,0.770315272970993,0.8012618296529969,0.7896925009724911
7,MLP,MagicTelescope,IneurAL (official),9112.0,0.555205047318612,0.5611721929101692,0.6820890290921837,0.6427324814338088,0.6862951279355065,0.6467588952952505,0.7367683140553803,0.7336733198993903,0.7900455660708027,0.781960056231377,0.7819838766211006,0.778607096992246,0.7819838766211006,0.778607096992246,0.7756747283561164,0.7791199942453358,0.8005608131791097,0.7968759904860954,0.8016123378899405,0.7969908382922599,0.7802313354363828,0.7836736497549673
8,MLP,MagicTelescope,IneurAL (official),9182.0,0.6747283561163687,0.638959529983159,0.6747283561163687,0.638959529983159,0.43918682089029093,0.3814321275588518,0.7441289870311952,0.7299290628142052,0.7746232036452857,0.7708586413218915,0.7837364178058185,0.7858319368381353,0.7837364178058185,0.7858319368381353,0.7704171048019628,0.7734367953051777,0.7791798107255521,0.779769346626866,0.7861899754644234,0.7852588953345881,0.806869961444094,0.8073647938736027
9,MLP,MagicTelescope,IneurAL (official),9136.0,0.7090781633368384,0.6577583375054359,0.6968103750438135,0.6493624311728563,0.7276550998948476,0.6833182812774165,0.6989134244654749,0.7061410888047649,0.7910970907816334,0.7854185550957589,0.7770767613038907,0.7780316695991594,0.804416403785489,0.7953287475172333,0.7742726954083421,0.776111720778002,0.7826848930949877,0.7842765279841494,0.8156326673676831,0.8039708161836031,,
10,MLP,MagicTelescope,IneurAL (official),8935.0,0.573080967402734,0.5538838307667093,0.6330178759200841,0.594580669513879,0.7006659656501928,0.6788099894638145,0.7395723799509288,0.7337819642735376,0.7350157728706624,0.7363399725606192,0.7350157728706624,0.7363399725606192,0.7784787942516649,0.7713448400672477,0.7858394672274799,0.7810777660445913,0.7837364178058185,0.7806615393702744,0.8040658955485454,0.7925320031846992,,
11,MLP,MagicTelescope,IneurAL (official),9129.0,0.6635120925341745,0.6661219333757742,0.7192429022082019,0.7179525779751763,0.7287066246056783,0.7278250536718389,0.7451805117420259,0.7430215575303046,0.7704171048019628,0.7702360281352628,0.7648089730108657,0.7636694834849447,0.7648089730108657,0.7636694834849447,0.7942516649141255,0.7848491036143622,0.7935506484402384,0.7897494455101167,0.7903960743077463,0.7898155217277654,0.8086225026288117,0.8040598103756571
12,MLP,MagicTelescope,IneurAL (official),6536.0,0.35401331931300384,0.18511698291800877,0.35401331931300384,0.18511698291800877,,,,,,,,,,,,,,,,,,
13,MLP,MagicTelescope,IneurAL (official),9128.0,0.6333683841570277,0.6335273484400796,0.655099894847529,0.6506799573193964,0.676130389064143,0.6673425539947895,0.737819838766211,0.7414476380497035,0.7634069400630915,0.7595756762729575,0.76621100595864,0.7623543915567349,0.7917981072555205,0.7835503892510867,0.7879425166491413,0.7876362946079234,0.7549947423764458,0.7588649913909338,0.7921486154924641,0.7924376951959854,,
14,MLP,MagicTelescope,IneurAL (official),9147.0,0.6982124079915878,0.6510676374602142,0.6596565019277953,0.647850524125385,0.6862951279355065,0.6773567249043717,0.7283561163687347,0.7322319935824171,0.7900455660708027,0.7883131603756587,0.7942516649141255,0.7920146168312161,0.7942516649141255,0.7920146168312161,0.8030143708377147,0.7995530227032729,0.7928496319663512,0.789789814072547,0.7939011566771819,0.7907075165862075,0.812478093235191,0.8110260963673124
15,MLP,MagicTelescope,IneurAL (official),9201.0,0.6232036452856642,0.6062248617918536,0.6109358569926393,0.6112045065182616,0.6081317910970908,0.5957095411126488,0.6876971608832808,0.6805807405024131,0.7521906764808973,0.7502160276024133,0.7542937259025587,0.7571044543248432,0.7514896600070101,0.7541708567925423,0.7984577637574483,0.7795416289777362,0.8096740273396424,0.8033089951183887,0.8089730108657553,0.7954069869265086,0.8257974062390466,0.8174826544247732
16,MLP,MagicTelescope,IneurAL (official),9358.0,0.6126883981773572,0.6196984714969849,0.6568524360322467,0.6534579995798998,0.7083771468629513,0.6918277362660848,0.7325622152120574,0.7339910804570278,0.7749737118822292,0.7749245032299613,0.7851384507535927,0.7865969299501303,0.7795303189624956,0.7802423892077097,0.788994041359972,0.7905908272936961,0.7872415001752541,0.7866901345604669,0.8131791097090781,0.8108116285763263,0.8107255520504731,0.8124394550793508
17,MLP,MagicTelescope,IneurAL (official),9204.0,0.7262530669470733,0.7198663327499558,0.7241500175254119,0.7292963926191265,0.732211706975114,0.7328484490641278,0.7374693305292674,0.7300578718572284,0.755695758850333,0.737736024029935,0.714335786890992,0.7203172895281875,0.7704171048019628,0.7711293980914149,0.7946021731510691,0.7883909608243188,0.8121275849982474,0.8046140276362077,0.814931650893796,0.8074540111864096,0.8180862250262881,0.816974679853428
18,MLP,MagicTelescope,IneurAL (official),9384.0,0.5797406239046617,0.5454745384002837,0.6968103750438135,0.6953898058452674,0.7486855941114616,0.7467203303642019,0.7844374342797056,0.7835359897960278,0.7854889589905363,0.7848308045269619,0.7504381352961794,0.7528478411455395,0.7882930248860848,0.7812941341911208,0.7977567472835612,0.795208601850842,0.7921486154924641,0.792806731323023,0.8198387662110059,0.8093277273402468,0.825446898002103,0.8241987010435221
19,MLP,MagicTelescope,IneurAL (official),9081.0,0.6568524360322467,0.6264682518477904,0.655099894847529,0.6418697906768843,0.6642131090080617,0.6415561678891526,0.7395723799509288,0.7354669970181806,0.7451805117420259,0.7477519047013147,0.8054679284963197,0.8005137673170345,0.8054679284963197,0.8005137673170345,0.8037153873116019,0.8004775955143006,0.7998597967052226,0.7981760386468297,0.7879425166491413,0.7903373407153906,,
20,MLP,MagicTelescope,IneurAL (official),9117.0,0.6694707325622152,0.5597603737685312,0.7062740974412899,0.648458340320226,0.7178408692604277,0.69928988865489,0.7416754293725902,0.7386891243936132,0.7623554153522608,0.7569406744843115,0.7728706624605678,0.7653751341090579,0.7728706624605678,0.7653751341090579,0.7963547143357869,0.7818848983014619,0.7627059235892043,0.7678164484108443,0.8247458815282159,0.8202634268182587,,
21,MLP,MagicTelescope,IneurAL (official),9366.0,0.6161934805467929,0.6156436479271499,0.6572029442691903,0.638903421737771,0.6933052926743778,0.6796373849351961,0.7020679985979671,0.7031699589373872,0.7430774623203645,0.7446473324777952,0.7595513494567122,0.7584540562668034,0.7595513494567122,0.7584540562668034,0.7924991237294077,0.7870380355311267,0.8012618296529969,0.798456808200728,0.8163336838415702,0.8060700660761496,0.8271994391868209,0.823762323427152
22,MLP,MagicTelescope,IneurAL (official),9197.0,0.6789344549596915,0.6457308800293831,0.6834910620399579,0.6880035026719249,0.6922537679635471,0.6957836390616722,0.7448300035050823,0.7443142998582017,0.7641079565369786,0.7630383812057003,0.784086926042762,0.7825382576283473,0.7823343848580442,0.7820339694322305,0.8012618296529969,0.795724882827917,0.7732211706975114,0.7758020370693313,0.806869961444094,0.8025547494928748,0.8135296179460217,0.8073493209824244
23,MLP,MagicTelescope,IneurAL (official),9271.0,0.5688748685594112,0.5774810305115542,0.6663161584297231,0.6687233461137359,0.6961093585699264,0.6941075108027707,0.7259025587101297,0.7219185580853328,0.7542937259025587,0.7473764057672984,0.7679635471433579,0.7621913831654753,0.7770767613038907,0.7709960592643712,0.7882930248860848,0.7883826979661146,0.7910970907816334,0.789798860101059,0.7847879425166492,0.7860064853909418,0.7896950578338591,0.7904191448733505
24,MLP,MagicTelescope,IneurAL (official),9246.0,0.632316859446197,0.6340348852336043,0.6831405538030144,0.659210879344908,0.6926042762004907,0.6520968611971659,0.7381703470031545,0.7389077912247464,0.76621100595864,0.7606263223338359,0.7693655800911321,0.7679416017738555,0.7805818436733263,0.7732561840737445,0.7844374342797056,0.7827645202222941,0.8114265685243603,0.7999814134792325,0.7535927094286716,0.7593872026396981,0.8061689449702067,0.8027043654280895
0,MLP,MagicTelescope,IneurAL (tuned),6506.0,,,,,,,,,,,,,,,,,,,,,,
1,MLP,MagicTelescope,IneurAL (tuned),6445.0,,,,,,,,,,,,,,,,,,,,,,
2,MLP,MagicTelescope,IneurAL (tuned),6498.0,0.5636172450052577,0.5719160474233466,0.7108307045215563,0.7072347608719578,0.7234490010515248,0.715837775948896,0.7567472835611637,0.7509258047332187,0.7921486154924641,0.7845074782333787,0.7981072555205048,0.7940630351213672,0.8040658955485454,0.7965548501439026,0.7921486154924641,0.7910322326073461,0.7991587802313355,0.7994324215566653,,,,
